creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag,click_rate,lead_rate,qualification_rate,enrollment_rate
C345,SQL,SQL essentials for data analysis - from basics to advanced queries,10.1,2685,63,3,1,0,0,INDIA,English,practical,0.02346368715083799,0.047619047619047616,0.3333333333333333,0.0
C346,EdTech,"Statistics for data science - probability, distributions, and hypothesis testing",13.7,1066,22,1,1,0,0,INDIA,English,advanced;review;how-to,0.020637898686679174,0.045454545454545456,1.0,0.0
C347,Programming,End-to-end data science project walkthrough from data to deployment,8.8,500,7,1,1,0,0,INDIA,English,tutorial,0.014,0.14285714285714285,1.0,0.0
C348,Crypto,Healthy cooking recipes for busy professionals,10.8,500,4,1,1,0,0,INDIA,English,review;deep-dive,0.008,0.25,1.0,0.0
C349,AI Tools,Breaking into data science without a technical background,6.4,6276,175,10,5,1,0,INDIA,English,tutorial;advanced,0.027884002549394517,0.05714285714285714,0.5,0.2
C350,Machine Learning;Marketing,Machine learning fundamentals explained with real-world projects,6.4,10695,208,8,5,2,0,INDIA,English,practical,0.019448340345956053,0.038461538461538464,0.625,0.4
C351,SQL,Data visualization masterclass using Python matplotlib and seaborn,11.2,14136,282,18,12,5,0,INDIA,English,tips,0.019949066213921902,0.06382978723404255,0.6666666666666666,0.4166666666666667
C352,AI Tools;Crypto,Feature engineering techniques for better machine learning models,3.3,88209,2268,153,63,23,0,INDIA,English,advanced,0.025711662075298437,0.06746031746031746,0.4117647058823529,0.36507936507936506
C353,Career Advice;Gaming,"Statistics for data science - probability, distributions, and hypothesis testing",6.7,55074,1414,98,47,19,1,INDIA,English,practical,0.02567454697316338,0.06930693069306931,0.47959183673469385,0.40425531914893614
C354,Data Science,Breaking into data science without a technical background,0.7,6694,183,11,6,2,0,INDIA,English,case-study,0.02733791455034359,0.060109289617486336,0.5454545454545454,0.3333333333333333
C355,Machine Learning,Complete Python tutorial for data science beginners with practical examples,11.2,15837,398,26,15,7,1,INDIA,English,advanced;tips,0.025131022289575047,0.06532663316582915,0.5769230769230769,0.4666666666666667
C356,Programming,Complete Python tutorial for data science beginners with practical examples,8.6,2962,90,7,5,2,0,INDIA,English,tutorial,0.03038487508440243,0.07777777777777778,0.7142857142857143,0.4
C357,Machine Learning;Marketing,Breaking into data science without a technical background,6.3,65888,1807,99,42,17,1,INDIA,English,tips,0.027425327829043226,0.05478693967902601,0.42424242424242425,0.40476190476190477
C358,Data Science;Crypto,Complete Python tutorial for data science beginners with practical examples,9.0,18231,468,18,11,4,0,INDIA,English,advanced;practical;deep-dive,0.025670561132137566,0.038461538461538464,0.6111111111111112,0.36363636363636365
C359,SQL,"Statistics for data science - probability, distributions, and hypothesis testing",12.1,4070,120,7,4,1,0,INDIA,English,tutorial;case-study,0.029484029484029485,0.058333333333333334,0.5714285714285714,0.25
C360,Python,Data visualization masterclass using Python matplotlib and seaborn,2.7,9382,215,10,7,2,0,INDIA,English,how-to,0.022916222553826478,0.046511627906976744,0.7,0.2857142857142857
C361,Programming,End-to-end data science project walkthrough from data to deployment,5.5,8428,193,10,6,2,0,INDIA,English,interview,0.02289985761746559,0.05181347150259067,0.6,0.3333333333333333
C362,AI Tools,Data visualization masterclass using Python matplotlib and seaborn,4.1,1675,33,2,1,0,0,INDIA,English,practical;review;how-to,0.019701492537313434,0.06060606060606061,0.5,0.0
C363,SQL,Machine learning fundamentals explained with real-world projects,2.0,6147,143,6,5,2,0,INDIA,English,beginner-friendly;review,0.023263380510818284,0.04195804195804196,0.8333333333333334,0.4
C364,Statistics;Crypto,"Statistics for data science - probability, distributions, and hypothesis testing",10.7,8141,204,16,8,3,0,INDIA,English,case-study;deep-dive;beginner-friendly,0.02505834664046186,0.0784313725490196,0.5,0.375
C365,Analytics;Finance,SQL essentials for data analysis - from basics to advanced queries,6.9,18182,395,16,9,3,0,INDIA,English,how-to,0.02172478275217248,0.04050632911392405,0.5625,0.3333333333333333
C366,Machine Learning,Complete Python tutorial for data science beginners with practical examples,6.5,6629,171,6,4,1,0,INDIA,English,case-study;beginner-friendly,0.025795745964700557,0.03508771929824561,0.6666666666666666,0.25
C367,SQL,Breaking into data science without a technical background,1.3,20943,361,28,15,6,0,INDIA,English,practical,0.017237263047318912,0.07756232686980609,0.5357142857142857,0.4
C368,Health;SQL,Budget travel guide across India,11.3,10326,206,5,1,0,0,INDIA,English,tips;interview;how-to,0.019949641681193106,0.024271844660194174,0.2,0.0
C369,Python;Web Dev,Career roadmap for aspiring data scientists in 2024,3.9,31539,831,49,30,10,1,INDIA,English,interview;review,0.026348330638257395,0.05896510228640193,0.6122448979591837,0.3333333333333333
C370,Machine Learning,Career roadmap for aspiring data scientists in 2024,4.1,18336,449,39,23,8,0,INDIA,English,tips;interview,0.024487347294938917,0.08685968819599109,0.5897435897435898,0.34782608695652173
C371,Machine Learning,Complete Python tutorial for data science beginners with practical examples,8.0,1550,22,1,1,0,0,INDIA,English,review,0.014193548387096775,0.045454545454545456,1.0,0.0
C372,Data Science,"Statistics for data science - probability, distributions, and hypothesis testing",9.1,2358,68,4,2,0,0,INDIA,English,how-to,0.02883799830364716,0.058823529411764705,0.5,0.0
C373,Data Science;Fitness,Complete Python tutorial for data science beginners with practical examples,8.5,8033,186,11,6,2,0,INDIA,English,how-to,0.023154487738080418,0.05913978494623656,0.5454545454545454,0.3333333333333333
C374,Web Dev;Career Advice,Fitness routines for desk workers,12.8,4340,70,1,1,0,0,INDIA,English,practical,0.016129032258064516,0.014285714285714285,1.0,0.0
C375,Career Advice,Feature engineering techniques for better machine learning models,10.5,7283,195,10,6,2,0,INDIA,English,tips;practical,0.026774680763421668,0.05128205128205128,0.6,0.3333333333333333
C376,Statistics,Data visualization masterclass using Python matplotlib and seaborn,8.4,13874,249,15,7,3,0,INDIA,English,advanced,0.01794723944068041,0.060240963855421686,0.4666666666666667,0.42857142857142855
C377,Fitness,Budget travel guide across India,11.5,18268,262,7,2,0,0,INDIA,English,interview,0.014342018830742282,0.026717557251908396,0.2857142857142857,0.0
C378,Marketing;AI Tools,Fitness routines for desk workers,8.7,7171,100,6,1,0,0,INDIA,English,tutorial;practical,0.013945056477478734,0.06,0.16666666666666666,0.0
C379,Gaming,Personal finance tips for young professionals in India,3.0,2497,28,1,1,0,0,INDIA,English,practical;tips,0.011213456147376852,0.03571428571428571,1.0,0.0
C380,Programming,Breaking into data science without a technical background,13.6,4016,95,6,3,1,0,INDIA,English,how-to;review,0.023655378486055777,0.06315789473684211,0.5,0.3333333333333333
C381,Cooking,Web development trends and best practices,4.3,5735,85,3,1,0,0,INDIA,English,practical,0.014821272885789015,0.03529411764705882,0.3333333333333333,0.0
C382,Data Science,Data visualization masterclass using Python matplotlib and seaborn,4.9,7213,166,10,5,1,0,INDIA,English,case-study;advanced;tutorial,0.023014002495494245,0.060240963855421686,0.5,0.2
C383,Data Science,Complete Python tutorial for data science beginners with practical examples,8.2,1102,23,2,1,0,0,INDIA,English,how-to;practical,0.020871143375680582,0.08695652173913043,0.5,0.0
C384,Machine Learning,Machine learning fundamentals explained with real-world projects,9.0,4596,98,4,2,0,0,INDIA,English,advanced;interview,0.02132288946910357,0.04081632653061224,0.5,0.0
C385,SQL,Data visualization masterclass using Python matplotlib and seaborn,13.6,1598,36,2,1,0,0,INDIA,English,deep-dive,0.02252816020025031,0.05555555555555555,0.5,0.0
C386,Programming,SQL essentials for data analysis - from basics to advanced queries,5.3,942,20,1,1,0,0,INDIA,English,tips;beginner-friendly,0.021231422505307854,0.05,1.0,0.0
C387,Data Science,SQL essentials for data analysis - from basics to advanced queries,7.9,9064,199,12,6,2,0,INDIA,English,tips;how-to;case-study,0.021954986760812003,0.06030150753768844,0.5,0.3333333333333333
C388,Machine Learning,Breaking into data science without a technical background,1.8,43594,922,59,34,12,0,INDIA,English,how-to;beginner-friendly,0.021149699499931184,0.06399132321041215,0.576271186440678,0.35294117647058826
C389,Data Science,Complete Python tutorial for data science beginners with practical examples,10.2,25826,779,54,34,12,1,INDIA,English,tutorial,0.030163401223573142,0.0693196405648267,0.6296296296296297,0.35294117647058826
C390,Programming;Web Dev,Complete Python tutorial for data science beginners with practical examples,6.5,17730,463,26,22,7,0,INDIA,English,case-study,0.02611393119007332,0.056155507559395246,0.8461538461538461,0.3181818181818182
C391,SQL,Complete Python tutorial for data science beginners with practical examples,1.2,7373,191,10,5,2,0,INDIA,English,beginner-friendly;practical,0.025905330259053304,0.05235602094240838,0.5,0.4
C392,Machine Learning,Complete Python tutorial for data science beginners with practical examples,10.1,3527,67,4,1,0,0,INDIA,English,advanced,0.018996314148001132,0.05970149253731343,0.25,0.0
C393,Web Dev;Data Science,Gaming industry insights and career opportunities,11.9,2838,46,1,1,0,0,INDIA,English,how-to;case-study,0.01620859760394644,0.021739130434782608,1.0,0.0
C394,Python;Finance,Machine learning fundamentals explained with real-world projects,6.4,5557,90,5,2,0,0,INDIA,English,tutorial;how-to,0.016195789094835343,0.05555555555555555,0.4,0.0
C395,Travel;Statistics,UI/UX design principles for beginners,12.2,4282,75,3,1,0,0,INDIA,English,practical;case-study,0.017515179822512845,0.04,0.3333333333333333,0.0
C396,Analytics,Feature engineering techniques for better machine learning models,5.1,2193,63,4,2,0,0,INDIA,English,how-to;practical,0.028727770177838577,0.06349206349206349,0.5,0.0
C397,Marketing;Statistics,Healthy cooking recipes for busy professionals,2.1,4921,55,2,1,0,0,INDIA,English,deep-dive,0.011176590123958545,0.03636363636363636,0.5,0.0
C398,Finance;SQL,Fitness routines for desk workers,10.0,19912,311,13,4,1,0,INDIA,English,deep-dive,0.015618722378465247,0.04180064308681672,0.3076923076923077,0.25
C399,EdTech;Gaming,End-to-end data science project walkthrough from data to deployment,10.4,28812,766,41,16,8,0,INDIA,English,tips,0.02658614466194641,0.05352480417754569,0.3902439024390244,0.5
C400,Machine Learning;Gaming,Complete Python tutorial for data science beginners with practical examples,13.2,3819,86,6,3,1,0,INDIA,English,how-to,0.02251898402723226,0.06976744186046512,0.5,0.3333333333333333
C401,Gaming;Statistics,Fitness routines for desk workers,2.9,3801,70,2,1,0,0,INDIA,English,tips,0.01841620626151013,0.02857142857142857,0.5,0.0
C402,EdTech,Essential tools every data scientist should know,12.7,1799,40,3,1,0,0,INDIA,English,tutorial;advanced,0.022234574763757644,0.075,0.3333333333333333,0.0
C403,Health,Digital marketing strategies for small businesses,3.4,11452,227,8,2,0,0,INDIA,English,tips;interview;case-study,0.019821865176388405,0.03524229074889868,0.25,0.0
C404,Career Advice,Feature engineering techniques for better machine learning models,11.0,11392,196,12,7,2,0,INDIA,English,review;deep-dive;tutorial,0.01720505617977528,0.061224489795918366,0.5833333333333334,0.2857142857142857
C405,Data Science,Feature engineering techniques for better machine learning models,2.8,28493,863,53,39,14,1,INDIA,English,tips;tutorial,0.030288140946899238,0.06141367323290846,0.7358490566037735,0.358974358974359
C406,Python,Breaking into data science without a technical background,4.1,2596,57,3,1,0,0,INDIA,English,deep-dive;tips,0.021956856702619414,0.05263157894736842,0.3333333333333333,0.0
C407,AI Tools;Design,Breaking into data science without a technical background,2.5,1897,47,2,1,0,0,INDIA,English,practical;review,0.024775962045334738,0.0425531914893617,0.5,0.0
C408,Gaming,Web development trends and best practices,5.7,3235,59,2,1,0,0,INDIA,English,interview;how-to,0.018238021638330756,0.03389830508474576,0.5,0.0
C409,Machine Learning,Breaking into data science without a technical background,2.6,1969,49,2,1,0,0,INDIA,English,tips;interview;advanced,0.02488572879634332,0.04081632653061224,0.5,0.0
C410,AI Tools,Feature engineering techniques for better machine learning models,9.2,14184,323,13,6,2,0,INDIA,English,beginner-friendly,0.022772137619853357,0.04024767801857585,0.46153846153846156,0.3333333333333333
C411,EdTech,"Statistics for data science - probability, distributions, and hypothesis testing",0.7,4818,125,8,4,1,0,INDIA,English,interview,0.025944375259443753,0.064,0.5,0.25
C412,Career Advice;Travel,Complete Python tutorial for data science beginners with practical examples,6.6,3145,63,4,2,0,0,INDIA,English,interview,0.02003179650238474,0.06349206349206349,0.5,0.0
C413,Machine Learning,Complete Python tutorial for data science beginners with practical examples,1.4,8565,208,16,9,4,0,INDIA,English,case-study,0.02428488032691185,0.07692307692307693,0.5625,0.4444444444444444
C414,Data Science,SQL essentials for data analysis - from basics to advanced queries,9.8,6111,164,9,3,1,0,INDIA,English,advanced,0.02683685157911962,0.054878048780487805,0.3333333333333333,0.3333333333333333
C415,EdTech,SQL essentials for data analysis - from basics to advanced queries,6.2,882,14,1,1,0,0,INDIA,English,how-to,0.015873015873015872,0.07142857142857142,1.0,0.0
C416,SQL,Data visualization masterclass using Python matplotlib and seaborn,1.1,1317,26,1,1,0,0,INDIA,English,practical;advanced;how-to,0.019741837509491267,0.038461538461538464,1.0,0.0
C417,AI Tools,SQL essentials for data analysis - from basics to advanced queries,10.0,639,10,1,1,0,0,INDIA,English,review,0.01564945226917058,0.1,1.0,0.0
C418,Data Science;Health,Feature engineering techniques for better machine learning models,9.7,1719,47,2,1,0,0,INDIA,English,practical;deep-dive;beginner-friendly,0.027341477603257707,0.0425531914893617,0.5,0.0
C419,Design,Healthy cooking recipes for busy professionals,5.1,2480,37,2,1,0,0,INDIA,English,review;case-study,0.014919354838709677,0.05405405405405406,0.5,0.0
C420,Cooking;SQL,Productivity hacks for remote workers,2.8,500,4,1,1,0,0,INDIA,English,case-study;tips;tutorial,0.008,0.25,1.0,0.0
C421,Analytics,SQL essentials for data analysis - from basics to advanced queries,13.8,1411,31,1,1,0,0,INDIA,English,interview,0.021970233876683204,0.03225806451612903,1.0,0.0
C422,EdTech,Essential tools every data scientist should know,12.8,14484,397,32,18,7,0,INDIA,English,review,0.027409555371444353,0.08060453400503778,0.5625,0.3888888888888889
C423,Health,Healthy cooking recipes for busy professionals,10.7,13813,176,10,3,0,0,INDIA,English,advanced,0.012741620212842975,0.056818181818181816,0.3,0.0
C424,Machine Learning;Travel,Career roadmap for aspiring data scientists in 2024,11.6,1333,28,1,1,0,0,INDIA,English,review;tutorial;how-to,0.021005251312828207,0.03571428571428571,1.0,0.0
C425,Analytics,Machine learning fundamentals explained with real-world projects,1.9,12440,321,19,7,2,0,INDIA,English,deep-dive;beginner-friendly,0.025803858520900322,0.059190031152647975,0.3684210526315789,0.2857142857142857
C426,SQL,Career roadmap for aspiring data scientists in 2024,0.7,39789,706,42,33,10,0,INDIA,English,interview,0.01774359747668954,0.059490084985835696,0.7857142857142857,0.30303030303030304
C427,Programming,Feature engineering techniques for better machine learning models,11.0,8897,221,16,5,2,0,INDIA,English,advanced,0.02483983365179274,0.07239819004524888,0.3125,0.4
C428,Finance,Web development trends and best practices,13.8,3565,51,1,1,0,0,INDIA,English,advanced,0.014305750350631136,0.0196078431372549,1.0,0.0
C429,Python,Machine learning fundamentals explained with real-world projects,3.8,5654,113,8,3,1,0,INDIA,English,deep-dive,0.019985850725150335,0.07079646017699115,0.375,0.3333333333333333
C430,Design,Web development trends and best practices,1.4,1850,30,1,1,0,0,INDIA,English,how-to;deep-dive,0.016216216216216217,0.03333333333333333,1.0,0.0
C431,Health,Productivity hacks for remote workers,3.2,4890,105,4,2,0,0,INDIA,English,tips;how-to;review,0.02147239263803681,0.0380952380952381,0.5,0.0
C432,Marketing,Cryptocurrency basics and investment strategies,4.5,500,2,1,1,0,0,INDIA,English,practical,0.004,0.5,1.0,0.0
C433,Analytics;Gaming,Breaking into data science without a technical background,5.8,1315,24,1,1,0,0,INDIA,English,advanced,0.018250950570342206,0.041666666666666664,1.0,0.0
C434,Data Science,Essential tools every data scientist should know,2.6,16238,415,22,12,4,0,INDIA,English,practical;tutorial,0.02555733464712403,0.05301204819277108,0.5454545454545454,0.3333333333333333
C435,Data Science,Breaking into data science without a technical background,5.4,6537,137,6,3,1,0,INDIA,English,deep-dive,0.02095762582224262,0.043795620437956206,0.5,0.3333333333333333
C436,EdTech,Machine learning fundamentals explained with real-world projects,5.0,3737,77,5,3,1,0,INDIA,English,interview;review;case-study,0.020604763179020606,0.06493506493506493,0.6,0.3333333333333333
C437,Statistics,End-to-end data science project walkthrough from data to deployment,6.9,14375,273,15,12,4,0,INDIA,English,advanced;tips;practical,0.018991304347826088,0.054945054945054944,0.8,0.3333333333333333
C438,Programming,Feature engineering techniques for better machine learning models,4.9,25038,685,44,24,9,0,INDIA,English,case-study;beginner-friendly,0.0273584152088825,0.06423357664233577,0.5454545454545454,0.375
C439,Productivity,Budget travel guide across India,3.3,4814,71,1,1,0,0,INDIA,English,interview;how-to;tutorial,0.014748649771499792,0.014084507042253521,1.0,0.0
C440,Analytics,Feature engineering techniques for better machine learning models,1.6,1487,34,1,1,0,0,INDIA,English,advanced;case-study,0.022864828513786146,0.029411764705882353,1.0,0.0
C441,SQL;Finance,End-to-end data science project walkthrough from data to deployment,6.7,9885,252,12,7,3,0,INDIA,English,interview;practical;tutorial,0.025493171471927163,0.047619047619047616,0.5833333333333334,0.42857142857142855
C442,AI Tools;Design,SQL essentials for data analysis - from basics to advanced queries,6.9,4714,107,7,4,1,0,INDIA,English,advanced;practical;tips,0.022698345354263894,0.06542056074766354,0.5714285714285714,0.25
C443,Productivity,Digital marketing strategies for small businesses,2.8,7956,92,3,1,0,0,INDIA,English,beginner-friendly,0.011563599798893917,0.03260869565217391,0.3333333333333333,0.0
C444,Health,Web development trends and best practices,6.6,1489,23,1,1,0,0,INDIA,English,interview,0.01544660846205507,0.043478260869565216,1.0,0.0
C445,Career Advice;Travel,Breaking into data science without a technical background,8.2,2418,61,2,1,0,0,INDIA,English,deep-dive;beginner-friendly;advanced,0.025227460711331678,0.03278688524590164,0.5,0.0
C446,SQL;Health,Career roadmap for aspiring data scientists in 2024,4.0,1968,37,2,1,0,0,INDIA,English,how-to;beginner-friendly,0.018800813008130083,0.05405405405405406,0.5,0.0
C447,Career Advice;Cooking,End-to-end data science project walkthrough from data to deployment,9.1,14631,282,20,13,6,0,INDIA,English,tips,0.019274143940947303,0.07092198581560284,0.65,0.46153846153846156
C448,Health;SQL,Cryptocurrency basics and investment strategies,11.3,5679,83,3,1,0,0,INDIA,English,how-to,0.014615249163585139,0.03614457831325301,0.3333333333333333,0.0
C449,Finance,UI/UX design principles for beginners,13.6,19169,297,9,1,0,0,INDIA,English,beginner-friendly,0.015493765976315927,0.030303030303030304,0.1111111111111111,0.0
C450,Design,Budget travel guide across India,1.8,1013,6,1,1,0,0,INDIA,English,practical,0.005923000987166831,0.16666666666666666,1.0,0.0
C451,Travel,Healthy cooking recipes for busy professionals,11.5,8312,142,5,2,0,0,INDIA,English,tips,0.0170837343599615,0.035211267605633804,0.4,0.0
C452,Analytics,"Statistics for data science - probability, distributions, and hypothesis testing",6.6,5940,129,6,2,0,0,INDIA,English,beginner-friendly;advanced;deep-dive,0.021717171717171718,0.046511627906976744,0.3333333333333333,0.0
C453,Machine Learning,SQL essentials for data analysis - from basics to advanced queries,1.9,7671,172,10,7,2,0,INDIA,English,practical;tips,0.022422109242602007,0.05813953488372093,0.7,0.2857142857142857
C454,Analytics,Feature engineering techniques for better machine learning models,12.4,2900,89,5,2,0,0,INDIA,English,practical,0.030689655172413795,0.056179775280898875,0.4,0.0
C455,Fitness;Programming,UI/UX design principles for beginners,13.8,17477,302,9,4,1,0,INDIA,English,tips,0.01727985352177147,0.029801324503311258,0.4444444444444444,0.25
C456,Analytics,End-to-end data science project walkthrough from data to deployment,4.2,721,13,1,1,0,0,INDIA,English,interview;advanced,0.018030513176144243,0.07692307692307693,1.0,0.0
C457,SQL,Feature engineering techniques for better machine learning models,13.4,8554,204,12,6,3,0,INDIA,English,interview,0.023848491933598316,0.058823529411764705,0.5,0.5
C458,Crypto,Personal finance tips for young professionals in India,8.4,12873,183,6,2,0,0,INDIA,English,deep-dive;beginner-friendly,0.014215800512701002,0.03278688524590164,0.3333333333333333,0.0
C459,Fitness,Gaming industry insights and career opportunities,3.7,5108,55,2,1,0,0,INDIA,English,interview,0.01076742364917776,0.03636363636363636,0.5,0.0
C460,Health,Web development trends and best practices,10.7,3459,49,1,1,0,0,INDIA,English,review,0.014165943914426134,0.02040816326530612,1.0,0.0
C461,Statistics,SQL essentials for data analysis - from basics to advanced queries,6.3,5064,111,5,2,0,0,INDIA,English,beginner-friendly,0.021919431279620854,0.04504504504504504,0.4,0.0
C462,AI Tools,Career roadmap for aspiring data scientists in 2024,2.2,1795,34,1,1,0,0,INDIA,English,advanced,0.01894150417827298,0.029411764705882353,1.0,0.0
C463,SQL,"Statistics for data science - probability, distributions, and hypothesis testing",9.4,1331,37,2,1,0,0,INDIA,English,case-study,0.02779864763335838,0.05405405405405406,0.5,0.0
C464,Travel,Gaming industry insights and career opportunities,13.9,2305,42,1,1,0,0,INDIA,English,beginner-friendly,0.01822125813449024,0.023809523809523808,1.0,0.0
C465,SQL,Feature engineering techniques for better machine learning models,5.1,3161,82,3,2,0,0,INDIA,English,case-study,0.025941157861436255,0.036585365853658534,0.6666666666666666,0.0
C466,SQL,Machine learning fundamentals explained with real-world projects,0.6,2203,53,2,1,0,0,INDIA,English,interview,0.024058102587380843,0.03773584905660377,0.5,0.0
C467,Analytics,Breaking into data science without a technical background,8.8,31962,579,28,19,7,0,INDIA,English,deep-dive,0.01811526187347475,0.04835924006908463,0.6785714285714286,0.3684210526315789
C468,SQL;Marketing,End-to-end data science project walkthrough from data to deployment,2.9,2194,49,3,1,0,0,INDIA,English,advanced;beginner-friendly;case-study,0.022333637192342753,0.061224489795918366,0.3333333333333333,0.0
C469,Productivity;AI Tools,Budget travel guide across India,13.8,14007,254,8,3,0,0,INDIA,English,interview;tips;beginner-friendly,0.018133790247733275,0.031496062992125984,0.375,0.0
C470,Fitness,Healthy cooking recipes for busy professionals,11.9,1763,21,1,1,0,0,INDIA,English,interview,0.01191151446398185,0.047619047619047616,1.0,0.0
C471,Python,Data visualization masterclass using Python matplotlib and seaborn,4.1,9777,219,13,7,2,0,INDIA,English,case-study;deep-dive,0.0223995090518564,0.0593607305936073,0.5384615384615384,0.2857142857142857
C472,Career Advice;Crypto,Data visualization masterclass using Python matplotlib and seaborn,6.6,773,13,1,1,0,0,INDIA,English,tips;case-study,0.016817593790426907,0.07692307692307693,1.0,0.0
C473,AI Tools,Feature engineering techniques for better machine learning models,4.0,12379,324,27,13,6,0,INDIA,English,interview;tips,0.026173358106470635,0.08333333333333333,0.48148148148148145,0.46153846153846156
C474,Statistics,Career roadmap for aspiring data scientists in 2024,5.5,1641,33,2,1,0,0,INDIA,English,deep-dive;interview,0.02010968921389397,0.06060606060606061,0.5,0.0
C475,Data Science;Crypto,Complete Python tutorial for data science beginners with practical examples,10.9,26513,768,55,25,9,0,INDIA,English,tutorial,0.028966921887376006,0.07161458333333333,0.45454545454545453,0.36
C476,Gaming,Productivity hacks for remote workers,6.6,6245,89,3,1,0,0,INDIA,English,advanced,0.014251401120896717,0.033707865168539325,0.3333333333333333,0.0
C477,SQL,Breaking into data science without a technical background,11.6,2503,60,4,1,0,0,INDIA,English,case-study;interview;tutorial,0.023971234518577706,0.06666666666666667,0.25,0.0
C478,Programming;Design,Machine learning fundamentals explained with real-world projects,1.9,2136,57,3,1,0,0,INDIA,English,how-to;advanced;practical,0.026685393258426966,0.05263157894736842,0.3333333333333333,0.0
C479,Health,Gaming industry insights and career opportunities,3.5,1180,21,1,1,0,0,INDIA,English,practical,0.017796610169491526,0.047619047619047616,1.0,0.0
C480,Gaming,Digital marketing strategies for small businesses,11.3,47871,724,7,3,0,0,INDIA,English,practical,0.01512397902696831,0.009668508287292817,0.42857142857142855,0.0
C481,Data Science,Feature engineering techniques for better machine learning models,5.8,4410,112,8,5,2,0,INDIA,English,practical;interview,0.025396825396825397,0.07142857142857142,0.625,0.4
C482,Analytics;Gaming,Machine learning fundamentals explained with real-world projects,6.0,36615,756,33,22,6,0,INDIA,English,interview,0.02064727570667759,0.04365079365079365,0.6666666666666666,0.2727272727272727
C483,Programming;Marketing,Complete Python tutorial for data science beginners with practical examples,12.8,22345,579,38,21,8,0,INDIA,English,beginner-friendly,0.025911837100022376,0.06563039723661486,0.5526315789473685,0.38095238095238093
C484,Python;Productivity,Career roadmap for aspiring data scientists in 2024,13.1,6945,157,9,5,1,0,INDIA,English,interview;tips;case-study,0.022606191504679626,0.05732484076433121,0.5555555555555556,0.2
C485,Health;SQL,Gaming industry insights and career opportunities,2.6,500,4,1,1,0,0,INDIA,English,deep-dive;how-to;practical,0.008,0.25,1.0,0.0
C486,AI Tools,End-to-end data science project walkthrough from data to deployment,3.8,3333,85,6,2,0,0,INDIA,English,advanced;deep-dive;tips,0.025502550255025503,0.07058823529411765,0.3333333333333333,0.0
C487,Career Advice,SQL essentials for data analysis - from basics to advanced queries,5.5,52067,1243,92,43,19,1,INDIA,English,tips;deep-dive;beginner-friendly,0.02387308659995775,0.07401448109412712,0.4673913043478261,0.4418604651162791
C488,Productivity;Python,Cryptocurrency basics and investment strategies,13.9,17270,230,6,2,0,0,INDIA,English,practical,0.013317892298784018,0.02608695652173913,0.3333333333333333,0.0
C489,Career Advice;Travel,Feature engineering techniques for better machine learning models,5.0,7528,139,9,5,1,0,INDIA,English,case-study;review,0.018464399574920298,0.06474820143884892,0.5555555555555556,0.2
C490,Data Science,Career roadmap for aspiring data scientists in 2024,9.5,6594,156,9,4,1,0,INDIA,English,case-study;tutorial,0.023657870791628753,0.057692307692307696,0.4444444444444444,0.25
C491,SQL,Career roadmap for aspiring data scientists in 2024,10.1,13838,246,18,8,2,0,INDIA,English,deep-dive;how-to,0.01777713542419425,0.07317073170731707,0.4444444444444444,0.25
C492,Finance,Fitness routines for desk workers,10.2,11119,189,4,1,0,0,INDIA,English,deep-dive;review;tutorial,0.016997931468657253,0.021164021164021163,0.25,0.0
C493,Python;Cooking,Breaking into data science without a technical background,3.2,3363,83,5,3,1,0,INDIA,English,tutorial,0.024680344930121913,0.060240963855421686,0.6,0.3333333333333333
C494,Career Advice,End-to-end data science project walkthrough from data to deployment,1.6,5397,128,9,6,2,0,INDIA,English,interview,0.02371687974800815,0.0703125,0.6666666666666666,0.3333333333333333
C495,Fitness,Digital marketing strategies for small businesses,13.3,1948,39,1,1,0,0,INDIA,English,case-study,0.02002053388090349,0.02564102564102564,1.0,0.0
C496,Data Science,Breaking into data science without a technical background,12.6,589,12,1,1,0,0,INDIA,English,practical,0.02037351443123939,0.08333333333333333,1.0,0.0
C497,Fitness,Web development trends and best practices,11.6,10030,132,3,1,0,0,INDIA,English,review,0.013160518444666001,0.022727272727272728,0.3333333333333333,0.0
C498,Fitness,Digital marketing strategies for small businesses,4.8,1579,31,1,1,0,0,INDIA,English,beginner-friendly,0.019632678910702975,0.03225806451612903,1.0,0.0
C499,SQL,"Statistics for data science - probability, distributions, and hypothesis testing",4.0,16201,435,30,15,7,0,INDIA,English,practical,0.02685019443244244,0.06896551724137931,0.5,0.4666666666666667
C500,Python;Health,End-to-end data science project walkthrough from data to deployment,11.4,1607,36,2,1,0,0,INDIA,English,beginner-friendly,0.0224019912881145,0.05555555555555555,0.5,0.0
C501,Career Advice;Design,Data visualization masterclass using Python matplotlib and seaborn,1.8,10463,253,15,7,2,0,INDIA,English,case-study,0.02418044537895441,0.05928853754940711,0.4666666666666667,0.2857142857142857
C502,Crypto;Machine Learning,Gaming industry insights and career opportunities,13.8,1898,28,1,1,0,0,INDIA,English,tips;tutorial,0.014752370916754479,0.03571428571428571,1.0,0.0
C503,Marketing;AI Tools,UI/UX design principles for beginners,6.6,1471,25,1,1,0,0,INDIA,English,interview;beginner-friendly,0.01699524133242692,0.04,1.0,0.0
C504,Analytics,Complete Python tutorial for data science beginners with practical examples,11.9,1047,13,1,1,0,0,INDIA,English,beginner-friendly;how-to,0.012416427889207259,0.07692307692307693,1.0,0.0
